# Метеостанция Нижний Новгород, Россия, WMO_ID=27459, выборка с 01.01.2022 по 01.06.2022, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27459&lang=ru
#
"Местное время в Нижнем Новгороде";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.02.2022 00:00";"-3.5";"742.7";"757.6";"0.1";"83";"Ветер, дующий с юго-востока";"1";"1";"3";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.0";"";"";"";"";"";"";
"09.02.2022 21:00";"-1.9";"742.6";"757.4";"0.0";"71";"Штиль, безветрие";"0";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-6.6";"";"";"";"";"";"";
"09.02.2022 18:00";"-0.9";"742.6";"757.3";"0.8";"72";"Ветер, дующий с западо-юго-запада";"1";"4";"4";"100%.";" ";"";"";"";"1.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-5.3";"Осадков нет";"12";"";"";"";"";
"09.02.2022 15:00";"0.3";"741.8";"756.5";"0.4";"63";"Ветер, дующий с западо-юго-запада";"1";"2";"6";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-6.0";"";"";"";"";"";"";
"09.02.2022 12:00";"0.3";"741.4";"756.1";"0.0";"68";"Ветер, дующий с западо-юго-запада";"2";"6";"6";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.0";"";"";"";"";"";"";
"09.02.2022 09:00";"0.3";"741.4";"756.1";"0.9";"68";"Ветер, дующий с западо-юго-запада";"2";"6";"6";"90  или более, но не 100%";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-5.0";"";"";"";"";"";"";
"09.02.2022 06:00";"-1.2";"740.5";"755.2";"-0.1";"100";"Ветер, дующий с юга";"1";"2";"4";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-1.5";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-1.2";"4.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"67.0";
"09.02.2022 03:00";"-1.5";"740.6";"755.4";"-0.5";"100";"Ветер, дующий с юго-юго-востока";"2";"3";"5";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"4.0";"-1.5";"";"";"";"";"";"";
"09.02.2022 00:00";"-1.4";"741.1";"755.8";"-0.8";"100";"Ветер, дующий с юго-юго-востока";"2";"5";"6";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"4.0";"-1.4";"";"";"";"";"";"";
"08.02.2022 21:00";"-0.9";"741.9";"756.7";"-0.4";"100";"Ветер, дующий с юго-юго-востока";"2";"6";"6";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-0.9";"";"";"";"";"";"";
"08.02.2022 18:00";"-0.3";"742.3";"757.0";"-0.3";"100";"Ветер, дующий с юго-юго-востока";"3";"6";"6";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"0.0";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"4.0";"-0.3";"0.7";"12";"";"";"";"";
"08.02.2022 15:00";"-0.1";"742.6";"757.3";"-0.2";"100";"Ветер, дующий с юго-юго-востока";"2";"4";"5";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"10.0";"-0.1";"";"";"";"";"";"";
"08.02.2022 12:00";"-0.8";"742.8";"757.6";"0.2";"98";"Ветер, дующий с юго-юго-востока";"2";"4";"5";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"10.0";"-1.1";"";"";"";"";"";"";
"08.02.2022 09:00";"-2.2";"742.6";"757.4";"0.4";"100";"Ветер, дующий с юго-востока";"2";"4";"6";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-2.2";"";"";"";"";"";"";
"08.02.2022 06:00";"-2.9";"742.2";"757.0";"-0.4";"100";"Ветер, дующий с юго-востока";"2";"5";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-6.1";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"10.0";"-2.9";"0.4";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"65.0";
"08.02.2022 03:00";"-4.2";"742.6";"757.5";"-0.2";"100";"Ветер, дующий с юго-востока";"2";"5";"8";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"10.0";"-4.2";"";"";"";"";"";"";
"08.02.2022 00:00";"-4.8";"742.8";"757.8";"0.2";"100";"Ветер, дующий с юго-востока";"3";"8";"8";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"4.0";"-4.8";"";"";"";"";"";"";
"07.02.2022 21:00";"-5.6";"742.6";"757.6";"-0.1";"100";"Ветер, дующий с юго-востока";"2";"6";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"300-600";"";"";"4.0";"-5.6";"";"";"";"";"";"";
"07.02.2022 18:00";"-6.1";"742.7";"757.8";"0.4";"100";"Ветер, дующий с востоко-юго-востока";"2";"4";"5";"100%.";" ";"";"";"";"-6.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-6.1";"Осадков нет";"12";"";"";"";"";
"07.02.2022 15:00";"-6.2";"742.3";"757.4";"0.3";"89";"Ветер, дующий с юго-востока";"2";"4";"4";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"-7.7";"";"";"";"";"";"";
"07.02.2022 12:00";"-7.8";"742.0";"757.2";"0.3";"99";"Ветер, дующий с юго-юго-востока";"1";"3";"5";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-7.9";"";"";"";"";"";"";
"07.02.2022 09:00";"-9.4";"741.7";"756.9";"0.6";"97";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"Облака покрывали более половины неба в течение всего соответствующего периода.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.";"100%.";"200-300";"";"";"4.0";"-9.8";"";"";"";"";"";"";
"07.02.2022 06:00";"-10.3";"741.1";"756.4";"0.1";"94";"Ветер, дующий с юго-востока";"1";"2";"3";"100%.";" ";"";"";"-11.6";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-11.1";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"65.0";
"07.02.2022 03:00";"-10.7";"741.0";"756.3";"0.0";"93";"Ветер, дующий с юго-востока";"1";"2";"3";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-11.6";"";"";"";"";"";"";
"07.02.2022 00:00";"-11.3";"741.0";"756.4";"0.1";"92";"Ветер, дующий с востоко-юго-востока";"1";"2";"4";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-12.3";"";"";"";"";"";"";
"06.02.2022 21:00";"-11.3";"740.9";"756.2";"0.1";"96";"Ветер, дующий с юга";"1";"2";"3";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-11.8";"";"";"";"";"";"";
"06.02.2022 18:00";"-10.0";"740.8";"756.0";"0.3";"84";"Ветер, дующий с юга";"1";"3";"4";"100%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-7.5";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-12.2";"Следы осадков";"12";"";"";"";"";
"06.02.2022 15:00";"-8.5";"740.5";"755.7";"-0.6";"77";"Ветер, дующий с юга";"1";"3";"4";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-11.8";"";"";"";"";"";"";
"06.02.2022 12:00";"-8.6";"741.1";"756.2";"0.0";"79";"Ветер, дующий с западо-юго-запада";"1";"3";"4";"40%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-11.7";"";"";"";"";"";"";
"06.02.2022 09:00";"-10.6";"741.1";"756.4";"-0.1";"98";"Штиль, безветрие";"0";"";"";"100%.";"Снег с перерывами слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-11.4";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"20–30%.";"600-1000";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-10.9";"";"";"";"";"";"";
"06.02.2022 06:00";"-9.3";"741.2";"756.4";"-0.4";"86";"Штиль, безветрие";"0";"";"";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-9.3";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"300-600";"";"";"10.0";"-11.3";"Следы осадков";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"65.0";
"06.02.2022 03:00";"-8.4";"741.6";"756.7";"-0.4";"80";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-11.2";"";"";"";"";"";"";
"06.02.2022 00:00";"-8.4";"742.0";"757.1";"0.0";"94";"Ветер, дующий с западо-северо-запада";"1";"";"1";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-9.2";"";"";"";"";"";"";
"05.02.2022 21:00";"-8.4";"742.0";"757.1";"-0.1";"94";"Ветер, дующий с западо-северо-запада";"1";"2";"2";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-9.2";"";"";"";"";"";"";
"05.02.2022 18:00";"-8.2";"742.1";"757.3";"0.2";"87";"Штиль, безветрие";"0";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-7.1";"Слоисто-кучевые, образовавшиеся не из кучевых.";"40%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-10.0";"3.0";"12";"";"";"";"";
"05.02.2022 15:00";"-7.2";"741.9";"757.0";"-0.2";"84";"Ветер, дующий с севера";"2";"3";"6";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"70 – 80%.";"300-600";"Высококучевые просвечивающие, расположенные на одном уровне.";"";"10.0";"-9.4";"";"";"";"";"";"";
"05.02.2022 12:00";"-7.5";"742.1";"757.3";"-0.4";"89";"Ветер, дующий с севера";"3";"6";"7";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Ливень (ливни).";"Снег и/или другие виды твердых осадков";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"300-600";"";"";"4.0";"-9.0";"";"";"";"";"";"";
"05.02.2022 09:00";"-7.8";"742.5";"757.6";"0.3";"98";"Ветер, дующий с севера";"3";"6";"7";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-7.8";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"3.0";"-8.1";"";"";"";"";"";"";
"05.02.2022 06:00";"-7.5";"742.2";"757.3";"-0.2";"98";"Ветер, дующий с севера";"2";"5";"7";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"-7.8";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"4.0";"-7.8";"4.0";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"63.0";
"05.02.2022 03:00";"-7.5";"742.4";"757.6";"-0.2";"94";"Ветер, дующий с севера";"4";"7";"9";"100%.";"Снег непрерывный умеренный в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"100%.";"200-300";"";"";"2.0";"-8.3";"";"";"";"";"";"";
"05.02.2022 00:00";"-7.4";"742.6";"757.8";"-0.8";"84";"Ветер, дующий с севера";"4";"8";"9";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"4.0";"-9.7";"";"";"";"";"";"";
"04.02.2022 21:00";"-7.0";"743.4";"758.5";"-0.2";"81";"Ветер, дующий с севера";"2";"5";"9";"100%.";"Снег непрерывный слабый в срок наблюдения. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.";"70 – 80%.";"300-600";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"4.0";"-9.8";"";"";"";"";"";"";
"04.02.2022 18:00";"-6.5";"743.6";"758.7";"-0.1";"76";"Ветер, дующий с северо-северо-востока";"3";"7";"9";"100%.";" ";"";"";"";"-6.1";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-10.0";"Осадков нет";"12";"";"";"";"";
"04.02.2022 15:00";"-6.3";"743.7";"758.8";"-0.4";"74";"Ветер, дующий с северо-северо-востока";"3";"7";"7";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-10.3";"";"";"";"";"";"";
"04.02.2022 12:00";"-7.7";"744.1";"759.4";"-0.6";"82";"Ветер, дующий с северо-северо-востока";"2";"4";"7";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-10.2";"";"";"";"";"";"";
"04.02.2022 09:00";"-7.7";"744.7";"759.8";"-0.2";"80";"Ветер, дующий с востоко-северо-востока";"2";"6";"6";"100%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"100%.";"2500 или более, или облаков нет.";"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.";"";"10.0";"-10.6";"";"";"";"";"";"";
"04.02.2022 06:00";"-8.6";"744.9";"760.2";"-0.1";"85";"Ветер, дующий с востоко-северо-востока";"2";"";"5";"70 – 80%.";" ";"";"";"-10.1";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-10.7";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"63.0";
"04.02.2022 03:00";"-8.1";"745.0";"760.2";"-0.5";"98";"Ветер, дующий с северо-востока";"2";"4";"4";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-8.3";"";"";"";"";"";"";
"04.02.2022 00:00";"-9.1";"745.5";"760.8";"-0.3";"97";"Ветер, дующий с северо-востока";"1";"2";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-9.5";"";"";"";"";"";"";
"03.02.2022 21:00";"-7.4";"745.8";"761.0";"-0.1";"96";"Ветер, дующий с востоко-юго-востока";"1";"2";"2";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-7.9";"";"";"";"";"";"";
"03.02.2022 18:00";"-7.1";"745.9";"761.0";"0.5";"93";"Штиль, безветрие";"0";"";"";"20–30%.";" ";"";"";"";"-1.4";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-8.0";"Осадков нет";"12";"";"";"";"";
"03.02.2022 15:00";"-3.8";"745.4";"760.4";"0.1";"74";"Штиль, безветрие";"0";"";"";"40%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-7.8";"";"";"";"";"";"";
"03.02.2022 12:00";"-2.2";"745.3";"760.2";"0.4";"67";"Штиль, безветрие";"0";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-7.6";"";"";"";"";"";"";
"03.02.2022 09:00";"-8.1";"744.9";"760.1";"0.5";"100";"Штиль, безветрие";"0";"";"";"100%.";" ";"";"";"-8.7";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.";"10.0";"-8.1";"";"";"";"";"";"";
"03.02.2022 06:00";"-8.2";"744.4";"759.6";"-0.1";"99";"Ветер, дующий с юго-юго-востока";"1";"2";"2";"70 – 80%.";" ";"";"";"-8.2";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Клочья (часто чечевицеобразные) высококучевых просвечивающих, непрерывно изменяющихся; расположены на одном или более уровнях.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"10.0";"-8.3";"Осадков нет";"12";"";"";"Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.";"63.0";
"03.02.2022 03:00";"-7.6";"744.5";"759.7";"0.4";"93";"Ветер, дующий с юго-юго-востока";"1";"1";"4";"60%.";" ";"";"";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-8.6";"";"";"";"";"";"";
"03.02.2022 00:00";"-5.0";"744.1";"759.1";"0.9";"81";"Ветер, дующий с западо-юго-запада";"1";"4";"4";"70 – 80%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"60%.";"600-1000";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.8";"";"";"";"";"";"";
"02.02.2022 21:00";"-5.7";"743.2";"758.2";"1.1";"85";"Ветер, дующий с юго-юго-востока";"1";"2";"6";"60%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"60%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.9";"";"";"";"";"";"";
"02.02.2022 18:00";"-4.4";"742.1";"757.1";"1.1";"80";"Ветер, дующий с юго-юго-запада";"1";"";"6";"70 – 80%.";"Состояние неба в общем не изменилось. ";"Снег и/или другие виды твердых осадков";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"-2.7";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"70 – 80%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"-7.4";"0.2";"12";"";"";"";"";
